sta_code,sku_code,长(CM),宽(CM),高(CM),qty
ODO1694142244871186,DM3494-200,33.8,17.4,12,1
ODO1694142244871186,CJ1679-101,33.51,21.1,11.57,1
ODO1693866846978906,DX5080-100,31.5,26.8,9.3,1
ODO1693866846978906,CT2302-100,34,21,11.2,1
ODO1694056451424665,CJ9179-200,34.4,23.6,12.4,1
ODO1694056451424665,DB0490-010,41.5,15,2,1
ODO1694056451424665,CJ9179-200,34.4,23.6,12.4,1
ODO1694056451424665,DB0490-010,41.5,15,2,1
ODO1694358483964151,DV4208-091,20,12,4,1
ODO1694358483964151,DV7192-001,35.4,21.5,12.8,1
BSIN2309029766,CK6366-063,37,28.5,3.6,1
BSIN2309029766,CZ0326-100,32.5,21,12,2
BSIN2309058447,DN2158-101,29.8,19,10.4,1
BSIN2309058447,DC5095-010,34,29,1,1
BSIN2309058447,CU6776-010,34,28,2.8,1
BSIN2309058447,CT2405-400,33.51,21.1,11.57,1
BSIN2309064838,DZ5485-410,33,22.5,11.6,2
BSIN2309064838,DH4058-011,30,23.5,5,1
ODO1693894324573167,AV2187-140,36.5,26,12.5,1
ODO1693894324573167,DH9796-100,19.5,19.5,11,1
ODO1694259843549338,CJ9179-200,34.4,23.6,12.4,1
ODO1694259843549338,DX7665-902,37,34,9,1
ODO1694259843549338,CJ9179-200,34.4,23.6,12.4,1
ODO1694259843549338,DX7665-902,37,34,9,1
ODO1694259843549338,DX7665-902,37,34,9,1
ODO1693904522371594,DH9796-100,18.5,18.5,11.2,1
ODO1693904522371594,AV2187-140,36.5,26,12.5,1
ODO1694003880562316,DH9796-100,19.5,19.5,11,1
ODO1694003880562316,AV2187-140,32.2,23.6,12,1
ODO1694337961986360,DZ3235-010,28.5,21,1,1
ODO1694337961986360,DM7590-100,30,19,10.5,1
ODO1694345165866536,DM8974-101,33.4,20.2,11.4,1
ODO1694345165866536,SX7556-100,58,38.4,10.8,1
ODO1694345165866536,SX5854-101,23.4,20.2,8.4,1
ODO1693919405776749,DH9796-100,19.5,19.5,11,1
ODO1693919405776749,AV2187-140,34.6,24.8,12.6,1
ODO1694003405923432,DH9796-100,19.5,19.5,11,1
ODO1694003405923432,AV2187-140,36,26.9,13,1
ODO1694238966821968,FN3716-133,36.3,30.8,2,1
ODO1694238966821968,DM3413-100,35,23,12,1
BSIN2309051382,DV7411-200,29.8,19.2,10.8,1
BSIN2309051382,DH8922-410,27.5,24,1.3,1
BSIN2309051382,FQ6870-141,29.7,19.8,12,1
BSIN2309051382,DX7614-101,25,19.6,12,1
BSIN2309134136,CZ9399-606,32,27,1.18,1
BSIN2309134136,DX2931-300,30,18.8,10.4,1
BSIN2309134136,DX6023-536,38,32,1.3,1
BSIN2309134136,DV9898-325,30,21,0.5,1
ODO169388209297023,FN0323-400,29.8,19.1,10.2,1
ODO169388209297023,DR6266-010,29,13,2,1
ODO169388209297023,DR0148-100,29.8,21.2,10.4,1
ODO169388209297023,DV6246-010,45.1,36.1,9.9,1
ODO1694008089037103,BV2714-063,10.9,7,5.4,1
ODO1694008089037103,DJ6013-104,34.5,23.3,12.3,1
ODO1693925887790148,DH9796-100,19.5,19.5,11,1
ODO1693925887790148,AV2187-140,32.2,23.6,12,1
ODO1694359924613875,DV9322-010,36,27,1,1
ODO1694359924613875,DV3276-101,33.3,20.5,14.5,1
BSIN2309024146,DV0787-100,33.3,20.5,11.1,2
BSIN2309024146,BV2667-010,11.7,7.3,4.7,2
BSIN2309024146,DV0787-100,34.2,21.8,12.4,1
BSIN2309036744,DM1286-259,18,16,1,1
BSIN2309036744,DQ3989-100,34,21,11.6,1
ODO1693865430651766,DV0788-101,33.4,20.8,11.4,1
ODO1693865430651766,HA5507-100,37.8,13.2,4.4,1
ODO1693865430651766,DV0788-101,33.4,20.8,11.4,1
ODO1693865430651766,DV0788-101,33.4,20.8,11.4,1
ODO1694124970150727,DB0490-010,41.5,15,2,1
ODO1694124970150727,CJ9179-200,34.4,23.6,12.4,1
ODO1694124970150727,CJ9179-200,34.4,23.6,12.4,1
ODO1694124970150727,DB0490-010,41.5,15,2,1
BSIN2309051213,DO9341-063,38,26,5.6,1
BSIN2309051213,CT8532-148,36,25.4,12.8,1
BSIN2309069449,DX9655-010,55.6,38.4,12.6,1
BSIN2309069449,DJ4891-061,31.6,20.8,11.6,1
BSIN2309072199,DX5089-103,33,29,9,1
BSIN2309072199,FQ6849-141,34.1,24,12,1
ODO1693865768352734,FB7805-010,37,30.6,2.1,1
ODO1693865768352734,DH8922-410,27.5,24,1.3,1
ODO1693865768352734,FN7800-400,33.2,21,11.4,1
ODO1693974844021287,FQ6990-010,35.7,32.4,4,1
ODO1693974844021287,DM3413-100,36.2,23.2,12.6,1
ODO1694004607920915,DR8788-100,38.3,24,12.6,1
ODO1694004607920915,DM4742-010,50.4,39.4,7.9,1
ODO1694165640330915,DD0204-001,35,23,12,1
ODO1694165640330915,FJ7230-100,55.4,38.6,6.1,1
ODO1694165640330915,DX7051-120,29,9.5,8.8,1
BSIN2309049810,DV9832-100,31,25,1.5,1
BSIN2309049810,DV9790-010,32.5,30.9,4,1
BSIN2309049810,DV4129-100,31.8,23,12,1
BSIN2309049810,DV9316-100,29,24,1.2,1
BSIN2309049810,FQ0357-100,34.6,30.8,4,1
BSIN2309049810,DX0905-010,42.5,33,1,1
BSIN2309134562,DM0103-110,29.5,22.8,12,1
BSIN2309134562,DQ1816-122,26,13,0.5,1
ODO169386612839980,CZ2959-600,34.5,21.4,12.4,1
ODO169386612839980,HA5507-100,37.8,13.2,4.4,1
ODO169386612839980,CZ2959-600,34.5,21.4,12.4,1
ODO169386495556818,CJ9179-200,33.6,21.4,11.6,1
ODO169386495556818,DB0490-010,41.5,15,2,1
ODO169386495556818,CJ9179-200,33.6,21.4,11.6,1
ODO169386495556818,DB0490-010,41.5,15,2,1
ODO1693887724942602,DH9796-100,19.5,19.5,11,1
ODO1693887724942602,AV2187-140,36,26.9,13,1
ODO1693924442194664,FJ7098-700,38.2,24,13.2,1
ODO1693924442194664,FJ7098-700,38.6,24.4,13.5,1
ODO1693924442194664,FQ0258-010,11.4,7.6,4.3,1
ODO1693951327537575,DD1114-003,25.2,18.6,9.4,1
ODO1693951327537575,DV4022-003,36,23.6,12.4,1
ODO1693951327537575,DQ5732-313,38,27,1,1
ODO1693951327537575,DD1114-003,26.6,20,10,1
ODO1693951327537575,DD1114-003,26.4,20.4,10,1
BSIN2309092439,DN2556-681,52,24,2,1
BSIN2309092439,FD0385-121,34.2,24.2,12.6,1
BSIN2309092439,BV2667-010,26,13,0.5,1
BSIN2309092439,BV2667-063,38,29.4,2.5,1
ODO169400677121687,AV2187-140,32.2,23.6,12,1
ODO169400677121687,DH9796-100,19.5,19.5,11,1
ODO1694037725368350,DJ6566-103,32.6,21.1,12,1
ODO1694037725368350,FB7549-010,32.6,32.6,5,1
ODO1694037725368350,SX7556-100,22,19,8.5,1
ODO1694037725368350,DV9832-100,30,25,1.5,1
ODO1694100606825251,CJ9179-200,33.8,20.8,11.6,1
ODO1694100606825251,DB0490-010,41.5,15,2,1
ODO1694100606825251,DB0490-010,41.5,15,2,1
ODO1694100606825251,CJ9179-200,33.8,20.8,11.6,1
BSIN2309074036,DD2795-103,28,24,5.2,2
BSIN2309074036,DV0833-100,33.5,21.1,11.6,3
ODO1694157485182702,FD5182-010,8.2,2.8,4,1
ODO1694157485182702,FD5182-010,19,18.5,10.3,1
ODO1694157485182702,DD1503-500,30.4,19.4,10.6,1
ODO1694320926122975,AR5005-381,38,30,0.88,1
ODO1694320926122975,DH8922-425,27.5,25,1.2,1
ODO1694320926122975,DJ7926-005,36.3,23.6,12.4,1
BSIN2309137908,FQ0365-410,26,13,0.5,1
BSIN2309137908,FN4292-100,34,21.2,11.2,1
BSIN2309056034,DH4058-011,29,19.5,5.8,1
BSIN2309056034,FJ4555-100,30.1,18.7,12.6,1
ODO1693865675725575,DV4345-100,33.2,20.8,11.2,1
ODO1693865675725575,BV2663-479,37.2,27,4,1
ODO1693865675725575,DV4345-100,33.2,20.8,11.2,1
ODO1693865675725575,DV4345-100,33.2,20.8,11.2,1
ODO1693888082943160,BV2667-686,38,29.4,2.5,1
ODO1693888082943160,DR5491-100,34.4,23.2,12.2,1
ODO1693888082943160,FJ7067-114,36.8,24.8,13.5,1
BSIN2309061250,DX9655-010,17.8,10.9,12.4,1
BSIN2309061250,FD5983-001,30.5,21.5,11.5,1
BSIN2309061250,FD0793-100,32.6,17.9,14.1,1
BSIN2309073658,DD1399-105,34.41,23.44,12.07,1
BSIN2309073658,DH4058-011,30,23.5,5,1
ODO1693922405994593,AV2187-140,34.6,24.8,12.6,1
ODO1693922405994593,DH9796-100,19.5,19.5,11,1
ODO1694070601748901,DZ7534-300,34.6,23.4,13,1
ODO1694070601748901,DX5080-010,28.2,18.6,8.9,1
ODO1694056441099605,CJ9179-200,34.4,23.6,12.4,1
ODO1694056441099605,DB0490-010,41.5,15,2,1
ODO1694056441099605,CJ9179-200,34.4,23.6,12.4,1
ODO1694056441099605,DB0490-010,41.5,15,2,1
BSIN2309042786,DH9522-001,33.6,21,12.2,1
BSIN2309042786,DX0767-410,30,21,0.5,1
ODO1694316361438823,DR6771-010,32,25,1.6,1
ODO1694316361438823,DM8491-002,31,21.6,11.4,1
BSIN2309035758,CN9675-108,34.2,13.8,12.8,1
BSIN2309035758,DD1989-100,32,29,0.9,1
BSIN2309035758,DX9729-100,38,29,1.1,1
BSIN2309035758,DQ8417-071,32.5,23.5,13,1
BSIN2309136696,CN9675-701,35.6,15.2,13.2,1
BSIN2309136696,DC4068-101,33.6,21.4,11.6,1
BSIN2309136696,DM6420-010,35,26,2.2,1
BSIN2309136696,FB7915-010,25.9,25.1,4,1
BSIN2309136696,CT0535-101,33.5,21,11.5,1
BSIN2309051608,DM4044-400,33.6,20.6,11.4,1
BSIN2309051608,BV2667-063,39.6,29.2,2.2,1
ODO169389480540236,AV2187-140,36.5,26,12.5,1
ODO169389480540236,DH9796-100,18.5,18.5,11.2,1
ODO169412413128192,CJ9179-200,34.4,23.6,12.4,1
ODO169412413128192,DB0490-010,41.5,15,2,1
ODO169412413128192,CJ9179-200,34.4,23.6,12.4,1
ODO169412413128192,DB0490-010,41.5,15,2,1
ODO1694361485900643,DQ3989-100,34,21,11.6,1
ODO1694361485900643,DM3183-133,40,30,1,1
BSIN2309053386,FJ5437-133,34.2,21.8,12.2,1
BSIN2309053386,DV1033-600,33.1,12.9,11.8,1
BSIN2309053386,BV2667-686,39.6,29.2,2.15,1
BSIN2309053386,DV1033-600,33.2,12.8,11.8,1
ODO169389600218438,DV0821-001,34.4,21.8,12.2,1
ODO169389600218438,AR6030-100,39,29,1.3,1
ODO1693865312740206,DV0788-101,34.2,23.4,12,1
ODO1693865312740206,HA5507-100,37.8,13.2,4.4,1
ODO1693865312740206,DV0788-101,34.2,23.4,12,1
ODO1693865312740206,DV0788-101,34.2,23.4,12,1
ODO169405308116734,CJ9179-200,33.4,20.8,11.6,1
ODO169405308116734,DB0490-010,41.5,15,2,1
ODO169405308116734,CJ9179-200,33.4,20.8,11.6,1
ODO169405308116734,DB0490-010,41.5,15,2,1
BSIN2309021132,SP0040-101,19.4,11.6,6.6,1
BSIN2309021132,DV0788-101,33.4,20.8,11.4,3
BSIN2309069837,DO6290-100,40.7,25,14.6,1
BSIN2309069837,DR4426-480,38,28,5,1
BSIN2309069837,DJ0382-600,36.3,24.1,12.6,1
ODO1693864976137473,BV2649-063,41,33.2,4,1
ODO1693864976137473,CJ9179-200,33.8,20.8,11.6,1
ODO1693864976137473,CJ9179-200,34.4,23.6,12.4,1
ODO1694010845569847,DX4397-103,34,23.6,12.4,1
ODO1694010845569847,DQ5819-028,37.5,29.5,4.9,1
ODO1694267042442317,DX4397-103,32,23.4,12.2,1
ODO1694267042442317,FD2923-532,36,27,3.5,1
ODO1694267042442317,DZ6961-800,26.4,20.4,10,1
BSIN2309048825,DO9661-100,39,29,1.7,1
BSIN2309048825,DO6290-100,39,24.6,13.6,1
ODO1693927569449857,CJ9179-200,33.6,21.4,11.6,1
ODO1693927569449857,DB0490-010,41.5,15,2,1
ODO1693927569449857,DB0490-010,41.5,15,2,1
ODO1693927569449857,CJ9179-200,33.6,21.4,11.6,1
ODO1694004720512681,FN8902-161,29.3,22.5,12,1
ODO1694004720512681,DQ5817-063,11.5,7.9,6,1
BSIN2309072369,DD0627-010,30,25,1,1
BSIN2309072369,FQ6868-111,29.6,20.6,10.4,1
ODO1693866254809531,SX7677-100,30,22,7,1
ODO1693866254809531,DV0831-101,34.7,23.4,12.1,1
ODO1693866254809531,DV0831-101,34.7,23.4,12.1,1
ODO1693866254809531,DV0831-101,34.7,23.4,12.1,1
BSIN2309139193,DH4058-011,30,23.5,5,1
BSIN2309139193,DN4180-162,36.4,25.8,13,2
ODO1694010600307196,343738-013,33.6,14.4,11.6,1
ODO1694010600307196,CZ2234-010,11.3,7.4,4.5,1
ODO1694010600307196,CZ2234-010,11.3,7.4,4.5,1
ODO1694307723335346,DA2123-010,25,25,8,1
ODO1694307723335346,DJ5422-801,36.4,24,12.5,1
BSIN2309054900,DH4058-011,29,19.5,5.8,1
BSIN2309054900,FJ4555-100,30.2,18.7,12.6,1
ODO1694146514277552,FV2672-010,7.4,5,4.1,1
ODO1694146514277552,505836-140,22.5,16,9,1
BSIN2309047803,FD6551-538,37,28,2.4,1
BSIN2309047803,DM0858-367,34.8,24.6,12.6,1
ODO1693919162416551,DH4058-011,30,23.5,5,1
ODO1693919162416551,DV7480-001,36.2,23.5,12,1
BSIN2309031188,DZ5485-410,35.6,23.8,12.4,2
BSIN2309031188,DH4058-011,30,23.5,5,1
ODO1693920602520736,DR3095-010,38.5,35,1.6,1
ODO1693920602520736,CZ0931-001,34.4,21.4,12,1
ODO1693920602520736,DH8922-410,27.5,24,1.8,1
ODO1693951453670302,DH0858-451,35.5,27,1.3,1
ODO1693951453670302,FQ0707-100,10.2,9.5,5,1
ODO1693951453670302,DR6496-116,31.8,22.8,12.4,1
ODO1694124962806661,CJ9179-200,34.4,23.6,12.4,1
ODO1694124962806661,DB0490-010,41.5,15,2,1
ODO1694124962806661,CJ9179-200,34.4,23.6,12.4,1
ODO1694124962806661,DB0490-010,41.5,15,2,1
BSIN2309139720,DH0858-010,35.7,27.2,1.4,1
BSIN2309139720,AR4162-100,21.8,16.2,9,1
BSIN2309139720,FB2355-001,25.2,18.6,9.4,1
ODO1693866742589701,HA5507-100,37.8,13.2,4.4,1
ODO1693866742589701,HA5507-100,37.8,13.2,4.4,1
ODO1693866742589701,DJ6013-104,35,24.2,13,1
ODO1693866742589701,HA5507-100,37.8,13.2,4.4,1
ODO1693866742589701,HA5507-100,37.8,13.2,4.4,1
ODO1693866742589701,HA5507-100,37.8,13.2,4.4,1
ODO1693907520281282,DX7911-010,39,30,1.1,1
ODO1693907520281282,FJ7692-191,30.1,22.3,12,1
ODO1694101805914505,CJ9179-200,33.8,20.8,11.6,1
ODO1694101805914505,DB0490-010,41.5,15,2,1
ODO1694101805914505,DB0490-010,41.5,15,2,1
ODO1694101805914505,CJ9179-200,33.8,20.8,11.6,1
ODO1694168882825273,CJ9179-200,34.4,23.6,12.4,1
ODO1694168882825273,DB0490-010,41.5,15,2,1
ODO1694168882825273,CJ9179-200,34.4,23.6,12.4,1
ODO1694168882825273,DB0490-010,41.5,15,2,1
ODO1694254807007585,DD1391-100,34.5,23.5,12.5,1
ODO1694254807007585,CK6366-063,36.5,28.5,3.8,1
ODO1694359924407873,DZ4490-001,29.8,21.6,12,1
ODO1694359924407873,FD3925-010,28.2,25.1,4,1
ODO1694359924407873,DJ6038-002,30,21.4,11.6,1
ODO1694359924407873,DR0472-101,30,21.4,12,1
BSIN2309047512,DQ7469-010,41,31,3.9,1
BSIN2309047512,DX4397-103,32,23,12,1
ODO1693865657651338,DH9796-100,19.5,19.5,11,1
ODO1693865657651338,CJ9179-200,34.4,23.6,12.4,1
ODO1693865657651338,CJ9179-200,34.4,23.6,12.4,1
ODO1693865657651338,DH9796-100,19.5,19.5,11,1
ODO1693865657651338,DH9796-100,19.5,19.5,11,1
ODO1693865419206641,DH9796-100,19.5,19.5,11,1
ODO1693865419206641,CJ9179-200,34.4,23.6,12.4,1
ODO1693865419206641,DH9796-100,19.5,19.5,11,1
ODO1693865419206641,DH9796-100,19.5,19.5,11,1
ODO1693865419206641,CJ9179-200,34.4,23.6,12.4,1
ODO1693928530959758,CJ9179-200,33.4,20.8,11.6,1
ODO1693928530959758,DB0490-010,41.5,15,2,1
ODO1693928530959758,CJ9179-200,33.4,20.8,11.6,1
ODO1693928530959758,DB0490-010,41.5,15,2,1
ODO1694008322375170,DH7004-701,30,21.9,12,1
ODO1694008322375170,DV7201-100,33.1,20.5,13.9,1
ODO1694008322375170,AR4999-410,28.5,24,0.9,1
ODO1694008322375170,FV5780-345,9.6,6.3,3,1
ODO1694008322375170,DH0625-301,33.6,20.6,11.4,1
BSIN2309139510,FB2354-001,30,22.2,12,1
BSIN2309139510,FJ2307-010,29.35,27.5,1.5,1
BSIN2309139510,DM1828-010,9.3,6.2,3.1,1
BSIN2309139510,FQ1981-063,18,11,3,1
BSIN2309139510,FJ2402-010,36,28,0.95,1
ODO1693865195653774,DV0788-101,33.4,20.8,11.4,1
ODO1693865195653774,DV0788-101,33.4,20.8,11.4,1
ODO1693865195653774,HA5507-100,37.8,13.2,4.4,1
ODO1693865195653774,DV0788-101,33.4,20.8,11.4,1
BSIN2309027693,DO9661-100,40,29,1.5,1
BSIN2309027693,DJ4891-061,35.6,23.4,12.2,1
ODO1694270400338163,DV7415-500,30.1,18.9,10.6,1
ODO1694270400338163,DO6609-390,34,18,5,1
ODO169412424933535,DB0490-010,41.5,15,2,1
ODO169412424933535,CJ9179-200,34.4,23.6,12.4,1
ODO169412424933535,CJ9179-200,34.4,23.6,12.4,1
ODO169412424933535,DB0490-010,41.5,15,2,1
ODO1694297043711209,DX9176-102,29.6,21.8,10.6,1
ODO1694297043711209,DD2795-200,28,24,5.2,1
ODO1693881730313528,BV2667-072,38,29.4,2.5,1
ODO1693881730313528,CJ9179-200,34.4,23.6,12.4,1
ODO1693881730313528,CJ9179-200,34.4,23.6,12.4,1
BSIN2309021130,FD6637-100,38,30,0.85,1
BSIN2309021130,BQ5448-123,27.6,21.8,10.4,1
BSIN2309021130,DN3205-002,30.8,18.2,11.4,1
BSIN2309021130,DX0905-010,41.5,32,0.9,1
BSIN2309040019,CW2288-111,33.2,21,11.4,1
BSIN2309040019,DH3827-902,31,30,7.8,1
BSIN2309074359,FJ5429-133,33.6,20.6,11.4,1
BSIN2309074359,DD2795-103,28,24,5.2,1
ODO1694037844573837,DX9655-100,31.6,22.2,12,1
ODO1694037844573837,DJ7926-005,33.8,22.8,12,1
ODO1694244248364218,DB0490-010,41.5,15,2,1
ODO1694244248364218,DD0204-001,33.5,20.8,11.7,1
ODO1694244248364218,DM0829-001,30,21.4,11.6,1
ODO1694244248364218,DC3729-003,30.4,19.4,10.6,1
BSIN2309064792,DH4058-011,30,23.5,5,1
BSIN2309064792,DZ5485-410,33,22.5,11.6,2
BSIN2309065586,415445-102,34.4,23.6,12.4,1
BSIN2309065586,DH7161-100,32.2,25.6,2.6,1
ODO169392204033839,DX3337-104,34,28,2.7,1
ODO169392204033839,FQ1304-100,30,22,11.5,1
ODO1693866366508846,DD1989-010,35,23,0.7,1
ODO1693866366508846,DV0787-100,35,24.2,13,1
ODO1693866366508846,DV0787-100,35,24.2,13,1
ODO1693865664938466,HA5507-011,34.4,14,7.6,1
ODO1693865664938466,DZ3306-002,33.4,20.4,11.2,1
ODO1693903562185395,DH9796-100,18.5,18.5,11.2,1
ODO1693903562185395,AV2187-140,36.5,26,12.5,1
BSIN2309029588,DH4058-011,30,23.5,5,1
BSIN2309029588,DZ5485-410,35.6,23.8,12.4,2
ODO1693865282737903,DV0788-101,34.2,23.4,12,1
ODO1693865282737903,SX7677-100,30.5,28.5,7.8,1
ODO1693865282737903,DV0788-101,34.2,23.4,12,1
ODO1693865282737903,DV0788-101,34.2,23.4,12,1
BSIN2309040484,FJ7686-381,29.5,15.9,12,1
BSIN2309040484,FD8695-100,37.2,18.4,15.6,1
BSIN2309040484,DR6301-010,31,28,1.4,1
ODO1693879335631957,FB9948-902,31,22,13,1
ODO1693879335631957,FN8892-191,32.8,21,12,1
ODO1693907526579332,DB0490-010,41.5,15,2,1
ODO1693907526579332,CJ9179-200,33.6,21.4,11.6,1
ODO1693907526579332,CJ9179-200,33.6,21.4,11.6,1
ODO1693907526579332,DB0490-010,41.5,15,2,1
BSIN2309060410,CZ9071-010,38,32.5,1.5,1
BSIN2309060410,CT2302-100,34.4,23.5,12.5,1
ODO169401120709178,DD1914-010,31,25,1,1
ODO169401120709178,DD1914-010,31,25,1,1
ODO169401120709178,DV4024-002,33.3,20.5,11.1,1
ODO1694037854450961,DV9790-010,31.3,30.5,4,1
ODO1694037854450961,DV9089-200,36.4,24,12.5,1
ODO169386554423985,FN3406-101,32.2,23.6,12,1
ODO169386554423985,FN3406-101,32.2,23.6,12,1
ODO169386554423985,SX4120-101,30.7,20.9,6.1,1
ODO169386529187939,DV0788-101,34.2,23.4,12,1
ODO169386529187939,DV0788-101,34.2,23.4,12,1
ODO169386529187939,DV0788-101,34.2,23.4,12,1
ODO169386529187939,DB0490-010,41.5,15,2,1
BSIN2309026680,HA6950-100,34.2,22,3.2,1
BSIN2309026680,DH3162-100,30,21,0.5,1
ODO169412425129877,AT6178-010,33.3,20.5,11.1,1
ODO169412425129877,FQ1545-397,35,24,12,1
ODO169412425129877,FQ1545-397,30,25,2,1
ODO169412425129877,DQ1816-011,34,27,1.23,1
BSIN2309030452,DZ5485-410,35.6,23.8,12.4,2
BSIN2309030452,DH4058-011,30,23.5,5,1
ODO1693884005366814,FN8901-164,32.4,22.8,12,1
ODO1693884005366814,FJ7680-004,58,40,1.2,1
ODO1694037729927450,DX9655-010,17.8,10.9,12.4,1
ODO1694037729927450,DZ3322-001,34.6,24.8,12.6,1
ODO1693865414837566,DM4044-100,34.2,23.2,12,1
ODO1693865414837566,DM4044-100,34.2,23.2,12,1
ODO1693865414837566,SX4120-001,30.2,26.2,7.2,1
ODO1693865414837566,DH4058-011,30,23.5,5,1
BSIN2309040687,DO5311-010,37,29,7,1
BSIN2309040687,DZ5485-410,35.6,23.8,12.4,1
BSIN2309057928,FJ5437-133,32.6,21.6,12,1
BSIN2309057928,DX6659-010,38.3,18,3,1
ODO1693893850941271,DX9656-902,27.9,11.8,11.4,1
ODO1693893850941271,DA8570-107,34,21,11.6,1
ODO1694168048738666,CJ9179-200,34.4,23.6,12.4,1
ODO1694168048738666,CJ9179-200,34.4,23.6,12.4,1
ODO1694168048738666,DB0490-010,41.5,15,2,1
ODO1694168048738666,DB0490-010,41.5,15,2,1
ODO1693864968737309,CJ9179-200,33.8,20.8,11.6,1
ODO1693864968737309,CJ9179-200,33.6,21.4,11.6,1
ODO1693864968737309,BV2649-063,41,32,4,1
ODO1694009770501815,DQ5819-028,38,29,3.6,1
ODO1694009770501815,DX4397-103,35.4,25.2,12.8,1
ODO1694358002830249,SX7677-010,30.5,28.5,7.8,1
ODO1694358002830249,SX7677-010,30.5,28.5,7.8,1
ODO1694358002830249,DQ1615-700,39.1,29.9,14,1
BSIN2309043136,FB5370-010,6.2,4,5,1
BSIN2309043136,DZ3014-002,34.4,23.2,12.2,1
BSIN2309143583,FB8066-100,34.4,23.3,14.9,1
BSIN2309143583,DR6297-100,31,27,1.5,1
BSIN2309143583,DR6323-504,39,29.5,1.2,1
ODO1694051881608776,FD0213-400,31,22.4,12,1
ODO1694051881608776,DQ1943-001,30.8,21.2,11.4,1
ODO1694051881608776,FQ0693-410,38,29,3.8,1
ODO169413588035743,DH4058-011,30,23.5,5,1
ODO169413588035743,DB9976-100,38,29,1,1
ODO169413588035743,DO8951-001,38.2,24.3,13.7,1
ODO1694358613752402,DV8355-001,32.8,13,11.8,1
ODO1694358613752402,SX7678-100,30,20,5.5,1
ODO1694358613752402,FB5368-011,19.9,14.2,4,1
ODO1694358613752402,DV1033-002,35.6,15.2,13.2,1
ODO1694358613752402,343938-013,23.8,16.6,9.2,1
ODO1694358613752402,SX7678-010,30,20,5.5,1
BSIN2309037506,DX2931-300,30,18.8,10.4,1
BSIN2309037506,FB5368-681,21,11.1,4,1
BSIN2309037506,DV1302-100,30.2,20.8,11.4,1
ODO1694237174696377,DZ5485-410,33,22.5,11.6,1
ODO1694237174696377,DZ5485-410,33,22.5,11.6,1
ODO1694237174696377,DH4058-011,29,19.5,5.8,1
BSIN2309025912,DX0524-012,30,21,0.5,1
BSIN2309025912,DQ9624-100,33,13.8,12.6,1
BSIN2309025912,FJ5437-133,32.9,21.8,12,1
BSIN2309025912,DX5939-102,34.2,21.8,12.2,1
ODO1693866619754186,DJ6013-301,34.4,23.2,12.2,1
ODO1693866619754186,DH8922-010,28,24,1.2,1
ODO1693865658157350,DX4996-101,31.8,23,12,1
ODO1693865658157350,DX0334-664,38.5,28.5,1,1
ODO1693865658157350,DJ6013-404,34.5,23.3,12.3,1
ODO1693865658157350,DO4102-104,39,30,1.1,1
ODO1694010606244307,DV4023-102,33.6,20.6,11.4,1
ODO1694010606244307,AR4999-101,23.6,15.2,1.02,1
ODO1694010606244307,DV4023-102,31.8,23,12,1
ODO1694124245359931,DB0490-010,41.5,15,2,1
ODO1694124245359931,CJ9179-200,34.4,23.6,12.4,1
ODO1694124245359931,CJ9179-200,34.4,23.6,12.4,1
ODO1694124245359931,DB0490-010,41.5,15,2,1
ODO1694162886069896,DV8994-101,28.4,21.8,10.4,1
ODO1694162886069896,DH9796-100,19.5,19.5,11,1
ODO1694162886069896,DH3392-700,34.8,23.8,12.6,1
ODO1694004370564535,FN7488-133,33.6,20.6,11.4,1
ODO1694004370564535,DX9586-100,38,29,0.6,1
ODO1694004370564535,AR5005-010,36,29,0.84,1
ODO1694037857467992,DV9322-010,34,25,1,1
ODO1694037857467992,FB2986-100,13.7,12.4,4,1
ODO169409544105049,DX9655-908,35,27,9,1
ODO169409544105049,DX5575-700,26.3,16.3,12,1
ODO169409544105049,FD0057-479,30,28.2,1.1,1
BSIN2309045897,DO7210-010,40.5,30.5,2.3,1
BSIN2309045897,819352-010,33.2,12.8,11.8,1
BSIN2309136622,DX1488-010,34,27,1.8,1
BSIN2309136622,DX9012-005,34,24,12.2,1
BSIN2309136622,DX5575-700,26.6,17,12,1
ODO1694010604948251,CV2544-451,39,33,0.8,1
ODO1694010604948251,CJ9179-200,34.4,23.6,12.4,1
BSIN2309046622,CJ4457-010,38,30,1.4,1
BSIN2309046622,DC3728-003,34.5,21,12,1
BSIN2309046622,CJ4457-100,38,30,1.4,1
ODO1694101801684482,DB0490-010,41.5,15,2,1
ODO1694101801684482,CJ9179-200,33.8,20.8,11.6,1
ODO1694101801684482,CJ9179-200,33.8,20.8,11.6,1
ODO1694101801684482,DB0490-010,41.5,15,2,1
BSIN2309073961,DM1727-010,39,25.5,1.2,2
BSIN2309073961,DQ8475-001,34.4,23.2,12.2,1
ODO1694124132708137,DZ5485-410,35.6,23.8,12.4,1
ODO1694124132708137,DZ5485-410,35.6,23.8,12.4,1
ODO1694124132708137,DH4058-011,30,23.5,5,1
BSIN2309071698,BQ5448-019,27.6,21.8,10.4,1
BSIN2309071698,SX7677-100,33,30,7,1
BSIN2309071698,DV0787-100,33.6,20.6,11.4,3
ODO169392576497524,DJ5635-600,34.6,23.6,11.4,1
ODO169392576497524,FQ1470-056,9.9,4.5,2.5,1
ODO169392576497524,FD4116-001,34.4,23.6,12.1,1
BSIN2309021031,SP0040-101,19.4,11.6,6.6,1
